orderid,discount,profit,quantity,sales,profit_margin
US-2023-148362-7875,0,13.3176,4,443.92,0.03
US-2023-107958-7876,0.8,-8.1096,4,5.232,-1.55
US-2023-107958-7877,0.2,59.4355,5,163.96,0.3625
US-2023-106747-7878,0,26.598,1,102.3,0.26
US-2023-111024-7879,0.4,-103.9882,2,215.148,-0.483333333
US-2023-111024-7880,0.2,11.1024,4,32.896,0.3375
US-2023-111024-7881,0.2,11.223,6,30.96,0.3625
US-2023-111647-7882,0.2,62.988,4,167.968,0.375
US-2023-121503-7883,0.2,92.4399,7,273.896,0.3375
US-2023-121503-7884,0.4,49.761,3,597.132,0.083333333
US-2023-124828-7885,0.2,1.5522,3,9.552,0.1625
US-2023-126179-7886,0,5.5177,1,23.99,0.23
US-2023-126179-7887,0,77.7519,3,287.97,0.27
US-2023-129777-7888,0,11.5432,2,24.56,0.47
US-2023-129777-7889,0,93.204,10,258.9,0.36
US-2023-139437-7890,0,0.8792,4,87.92,0.01
US-2023-140053-7891,0,114.6285,9,545.85,0.21
US-2023-166233-7892,0.2,-2.7,2,24,-0.1125
US-2023-168109-7893,0,742.632,4,1687.8,0.44
US-2023-168109-7894,0,26.3912,2,59.98,0.44
US-2023-168109-7895,0.2,209.58,6,2395.2,0.0875
US-2023-168109-7896,0.2,2.6973,1,7.992,0.3375
US-2023-169124-7897,0,54.3438,3,129.39,0.42
US-2023-100223-7898,0.6,-348.6294,9,332.028,-1.05
US-2023-100223-7899,0.8,-17.6607,9,11.394,-1.55
US-2023-100223-7900,0.8,-10.4214,1,6.316,-1.65
US-2023-100223-7901,0.2,5.6376,3,15.552,0.3625
US-2023-100223-7902,0.2,11.2752,6,31.104,0.3625
US-2023-104388-7903,0,22.3888,4,79.96,0.28
US-2023-101784-7904,0.2,-13.7403,3,122.136,-0.1125
US-2023-124303-7905,0.7,-2.2586,2,2.946,-0.766666667
US-2023-124303-7906,0.2,5.8203,3,16.056,0.3625
US-2023-152492-7907,0.2,23.924,1,239.24,0.1
US-2023-105053-7908,0.2,6.3336,3,17.472,0.3625
US-2023-106824-7909,0,0.1188,3,5.94,0.02
US-2023-155152-7910,0,93.24,4,252,0.37
US-2023-169551-7911,0.5,-45.3492,3,87.21,-0.52
US-2023-169551-7912,0.2,5.4432,3,15.552,0.35
US-2023-169551-7913,0.2,1.0044,3,13.392,0.075
US-2023-169551-7914,0.2,4.8231,3,16.776,0.2875
US-2023-169551-7915,0.2,85.787,2,527.92,0.1625
US-2023-169551-7916,0.4,-113.998,2,683.988,-0.166666667
US-2023-108560-7917,0,99.23,2,198.46,0.5
US-2023-108560-7918,0.2,7.8192,2,23.168,0.3375
US-2023-108560-7919,0,385.3752,8,786.48,0.49
US-2023-108560-7920,0,10.5,2,50,0.21
US-2023-111759-7921,0,24.2696,2,52.76,0.46
US-2023-133249-7922,0,62.737,5,145.9,0.43
US-2023-134306-7923,0,4.1472,2,12.96,0.32
US-2023-134306-7924,0,3.0996,3,7.56,0.41
US-2023-134306-7925,0,11.5432,2,24.56,0.47
US-2023-138464-7926,0,4.9104,3,15.84,0.31
US-2023-138464-7927,0,6.2016,3,18.24,0.34
US-2023-138464-7928,0,4.3296,4,13.12,0.33
US-2023-138464-7929,0.2,30.2316,3,86.376,0.35
US-2023-140480-7930,0,9.1954,2,39.98,0.23
US-2023-140480-7931,0,5.8744,4,83.92,0.07
US-2023-140480-7932,0,8.673,7,28.91,0.3
US-2023-140480-7933,0,45.487,5,174.95,0.26
US-2023-140480-7934,0,58.179,5,141.9,0.41
US-2023-150189-7935,0,35.3346,6,75.18,0.47
US-2023-100209-7936,0.7,-0.792,2,1.08,-0.733333333
US-2023-115651-7937,0.8,-146.16,9,58.464,-2.5
US-2023-115651-7938,0.2,2.9835,5,8.84,0.3375
US-2023-121083-7939,0,48.8064,6,119.04,0.41
US-2023-121083-7940,0,134.652,5,274.8,0.49
US-2023-121083-7941,0,3.9128,4,195.64,0.02
US-2023-121083-7942,0,74.8142,2,257.98,0.29
US-2023-132122-7943,0.2,14.3075,5,228.92,0.0625
US-2023-145128-7944,0,31.587,5,526.45,0.06
US-2023-127460-7945,0.2,26.1156,6,298.464,0.0875
US-2023-128629-7946,0,7.9128,3,18.84,0.42
US-2023-169012-7947,0,10.8966,3,41.91,0.26
US-2023-127656-7948,0,11.8248,4,30.32,0.39
US-2023-136623-7949,0.2,9.3125,5,29.8,0.3125
US-2023-136623-7950,0.2,5.3964,6,71.952,0.075
US-2023-156818-7951,0,17.238,6,132.6,0.13
US-2023-162015-7952,0,43.706,5,168.1,0.26
US-2023-162015-7953,0,244.6155,5,1287.45,0.19
US-2023-164959-7954,0,4.0749,3,8.67,0.47
US-2023-106047-7955,0.2,1.1925,1,3.816,0.3125
US-2023-102155-7956,0,6.2376,2,13.56,0.46
US-2023-102155-7957,0,93.6988,2,360.38,0.26
US-2023-136364-7958,0.2,19.3392,9,91.008,0.2125
US-2023-136364-7959,0.4,-7.2589,1,39.594,-0.183333333
US-2023-121048-7960,0,7.9128,3,18.84,0.42
US-2023-121048-7961,0,49.8042,3,276.69,0.18
US-2023-121048-7962,0,20.8568,4,71.92,0.29
US-2023-121048-7963,0.2,1.4456,2,4.448,0.325
US-2023-121048-7964,0,2.3312,4,4.96,0.47
US-2023-121048-7965,0,19.7358,3,140.97,0.14
US-2023-121048-7966,0.2,52.9173,3,470.376,0.1125
US-2023-161935-7967,0.2,148.845,5,396.92,0.375
US-2023-161935-7968,0.2,2.132,5,13.12,0.1625
US-2023-161935-7969,0.2,3.3524,2,9.248,0.3625
US-2023-161935-7970,0.2,17.9592,7,239.456,0.075
US-2023-161935-7971,0.2,4.653,5,62.04,0.075
US-2023-161935-7972,0.4,-377.9892,9,1889.946,-0.2
US-2023-128951-7973,0,157.1292,3,872.94,0.18
US-2023-128951-7974,0,50.3832,3,179.94,0.28
US-2023-128951-7975,0,6.2208,2,12.96,0.48
US-2023-164378-7976,0.1,88.5528,6,664.146,0.133333333
US-2023-164378-7977,0,1.9024,2,6.56,0.29
US-2023-164378-7978,0,3.6018,3,7.83,0.46
US-2023-164378-7979,0,4.3904,2,8.96,0.49
US-2023-164378-7980,0,8.799,2,41.9,0.21
US-2023-166142-7981,0.3,-48.7839,3,310.443,-0.157142857
US-2023-166142-7982,0,13.0095,3,26.55,0.49
US-2023-109778-7983,0.2,0.91,2,2.912,0.3125
US-2023-152842-7984,0.2,15.147,3,242.352,0.0625
US-2023-156909-7985,0.3,-1.0196,2,71.372,-0.014285714
US-2023-105046-7986,0,14.4596,4,39.08,0.37
US-2023-105046-7987,0,47.952,5,99.9,0.48
US-2023-105046-7988,0,67.495,2,269.98,0.25
US-2023-126662-7989,0.2,89.997,2,479.984,0.1875
US-2023-139948-7990,0.2,2.1736,2,7.904,0.275
US-2023-142342-7991,0.15,210.735,5,1194.165,0.176470588
US-2023-142342-7992,0,28.95,5,57.9,0.5
US-2023-142342-7993,0,15.552,5,32.4,0.48
US-2023-142342-7994,0,0,2,10.56,0
US-2023-142573-7995,0.2,-42.8967,3,311.976,-0.1375
US-2023-142573-7996,0.2,10.098,2,161.568,0.0625
US-2023-142573-7997,0.5,-448.896,5,801.6,-0.56
US-2023-142573-7998,0.7,-6.1248,4,7.656,-0.8
US-2023-142573-7999,0.2,5.2312,2,16.096,0.325
US-2023-165358-8000,0.3,-14.196,4,198.744,-0.071428571
US-2023-165358-8001,0.2,1.148,2,9.184,0.125
US-2023-165358-8002,0.4,69.9965,5,599.97,0.116666667
US-2023-108343-8003,0.1,25.4744,2,163.764,0.155555556
US-2023-108343-8004,0,31.2664,4,183.92,0.17
US-2023-108343-8005,0,6.4128,2,13.36,0.48
US-2023-118640-8006,0.6,-5.7148,1,8.792,-0.65
US-2023-118640-8007,0.2,8.714,2,69.712,0.125
US-2023-122035-8008,0,27.441,3,182.94,0.15
US-2023-122035-8009,0,112.4064,2,416.32,0.27
US-2023-122035-8010,0,20.21,5,43,0.47
US-2023-122035-8011,0,30.415,7,60.83,0.5
US-2023-122035-8012,0,6.8714,2,14.62,0.47
US-2023-122035-8013,0,132.5898,3,389.97,0.34
US-2023-150497-8014,0,331.191,2,735.98,0.45
US-2023-103478-8015,0.8,-4.5824,4,2.864,-1.6
US-2023-103478-8016,0.8,-164.836,7,94.192,-1.75
US-2023-104731-8017,0,69.6762,3,302.94,0.23
US-2023-104731-8018,0,3.872,5,8.8,0.44
US-2023-104731-8019,0,29.5626,6,101.94,0.29
US-2023-104731-8020,0,5.7072,6,19.68,0.29
US-2023-104731-8021,0,7.1712,3,14.94,0.48
US-2023-104731-8022,0,11.586,2,231.72,0.05
US-2023-104731-8023,0,67.99,4,271.96,0.25
US-2023-118724-8024,0,1.6896,2,3.52,0.48
US-2023-118724-8025,0.2,121.9644,9,1626.192,0.075
US-2023-123204-8026,0,4.5448,4,17.48,0.26
US-2023-123834-8027,0.3,-21.3264,4,124.404,-0.171428571
US-2023-127719-8028,0,3.1752,1,6.48,0.49
US-2023-145093-8029,0.8,-3.3792,2,2.112,-1.6
US-2023-145429-8030,0.2,22.5296,2,225.296,0.1
US-2023-145429-8031,0.2,17.6232,3,50.352,0.35
US-2023-145429-8032,0,7.6798,2,16.34,0.47
US-2023-158505-8033,0,7.5371,1,25.99,0.29
US-2023-158505-8034,0.2,6.2937,9,71.928,0.0875
US-2023-160465-8035,0.7,-22.62,3,33.93,-0.666666667
US-2023-160465-8036,0.2,25.011,7,222.32,0.1125
US-2023-160465-8037,0.4,-52.641,6,210.564,-0.25
US-2023-106551-8038,0.3,-75.192,4,526.344,-0.142857143
US-2023-109750-8039,0,14.0859,3,29.97,0.47
US-2023-101721-8040,0.2,20.5764,3,63.312,0.325
US-2023-103506-8041,0,19.872,4,41.4,0.48
US-2023-110940-8042,0.2,15.192,4,121.536,0.125
US-2023-117240-8043,0.2,4.2666,3,13.128,0.325
US-2023-118346-8044,0,143.982,5,399.95,0.36
US-2023-125367-8045,0.2,4.35,3,13.92,0.3125
US-2023-133718-8046,0.2,5.5071,3,15.192,0.3625
US-2023-133718-8047,0,27.9936,9,58.32,0.48
US-2023-169320-8048,0,5.4896,2,11.68,0.47
US-2023-169320-8049,0,11.1825,5,159.75,0.07
US-2023-135013-8050,0.2,839.986,5,2399.96,0.35
US-2023-121293-8051,0.2,3.0144,4,20.096,0.15
US-2023-121293-8052,0.4,-34.647,1,138.588,-0.25
US-2023-121293-8053,0.2,7.2576,4,20.736,0.35
US-2023-121293-8054,0.2,-25.992,5,259.92,-0.1
US-2023-121293-8055,0.2,4.2471,3,37.752,0.1125
US-2023-125640-8056,0.2,1.0738,1,3.304,0.325
US-2023-167549-8057,0.3,-4.2588,6,298.116,-0.014285714
US-2023-169810-8058,0,9.5081,7,20.23,0.47
US-2023-167318-8059,0.2,45.294,3,362.352,0.125
US-2023-167318-8060,0,659.98,5,1649.95,0.4
US-2023-107209-8061,0.2,12.178,4,194.848,0.0625
US-2023-108791-8062,0,4.0203,1,14.89,0.27
US-2023-108791-8063,0,135.98,8,543.92,0.25
US-2023-123239-8064,0.2,-2.2758,3,91.032,-0.025
US-2023-133046-8065,0,10.5072,3,23.88,0.44
US-2023-133046-8066,0,6.2208,2,12.96,0.48
US-2023-133046-8067,0,12.052,4,26.2,0.46
US-2023-133046-8068,0,32.893,5,234.95,0.14
US-2023-130841-8069,0.2,3.6192,4,9.984,0.3625
US-2023-130841-8070,0,4.1944,1,14.98,0.28
US-2023-130841-8071,0.2,100.24,4,1145.6,0.0875
US-2023-101483-8072,0.2,6.534,2,34.848,0.1875
US-2023-101483-8073,0.2,0.3822,3,4.368,0.0875
US-2023-101483-8074,0.2,1.375,5,22,0.0625
US-2023-113852-8075,0,11.7741,3,90.57,0.13
US-2023-115301-8076,0,25.5112,2,115.96,0.22
US-2023-130771-8077,0.2,0.4706,2,2.896,0.1625
US-2023-130771-8078,0.2,15.599,1,124.792,0.125
US-2023-130953-8079,0,72.6408,3,302.67,0.24
US-2023-130953-8080,0,60.5528,2,137.62,0.44
US-2023-130953-8081,0,16.4052,2,33.48,0.49
US-2023-130953-8082,0,133.9713,3,461.97,0.29
US-2023-146031-8083,0,22.2444,9,60.12,0.37
US-2023-141103-8084,0,43.176,5,89.95,0.48
US-2023-155740-8085,0.7,-53.7432,4,76.776,-0.7
US-2023-167913-8086,0,12.6,7,26.25,0.48
US-2023-167913-8087,0,85.904,2,330.4,0.26
US-2023-115805-8088,0.2,4.1391,1,36.792,0.1125
US-2023-121909-8089,0.2,17.8152,3,54.816,0.325
US-2023-125752-8090,0.2,8.2848,2,41.424,0.2
US-2023-126144-8091,0.4,-57.1152,4,285.576,-0.2
US-2023-147032-8092,0,5.3949,3,11.01,0.49
US-2023-147032-8093,0,390.977,5,849.95,0.46
US-2023-147032-8094,0,5.5392,1,11.54,0.48
US-2023-161102-8095,0,11.4576,7,36.96,0.31
US-2023-161102-8096,0,15.2712,2,56.56,0.27
US-2023-165869-8097,0,54.558,6,155.88,0.35
US-2023-165869-8098,0,8.4096,4,17.52,0.48
US-2023-124576-8099,0.2,18.5274,2,54.896,0.3375
US-2023-133235-8100,0.2,16.9975,5,271.96,0.0625
US-2023-135034-8101,0.2,5.999,2,95.984,0.0625
US-2023-162691-8102,0.2,12.7008,7,36.288,0.35
US-2023-162691-8103,0.4,-263.9967,3,1439.982,-0.183333333
US-2023-168942-8104,0,50.3658,3,186.54,0.27
US-2023-140781-8105,0.2,7.4655,3,39.816,0.1875
US-2023-141747-8106,0,4.1756,1,16.06,0.26
US-2023-143175-8107,0,23.9688,3,99.87,0.24
US-2023-163566-8108,0.2,5.369,5,16.52,0.325
US-2023-165386-8109,0.3,-36.6744,2,183.372,-0.2
US-2023-168396-8110,0,11.1564,3,123.96,0.09
US-2023-168396-8111,0,24.84,5,51.75,0.48
US-2023-132738-8112,0.2,3.1842,1,8.784,0.3625
US-2023-132738-8113,0.2,2.8884,2,7.968,0.3625
US-2023-146367-8114,0.8,-5.6406,3,3.318,-1.7
US-2023-117695-8115,0,6.3296,2,13.76,0.46
US-2023-128328-8116,0,60.4224,6,125.88,0.48
US-2023-128328-8117,0,66.6,9,133.2,0.5
US-2023-128328-8118,0,29.5186,2,79.78,0.37
US-2023-154676-8119,0.2,7.5528,9,151.056,0.05
US-2023-136609-8120,0.2,40.3536,3,115.296,0.35
US-2023-151981-8121,0,68.364,6,227.88,0.3
US-2023-151981-8122,0,11.8272,8,24.64,0.48
US-2023-151981-8123,0,247.485,5,824.95,0.3
US-2023-161200-8124,0,23.3184,3,145.74,0.16
US-2023-161200-8125,0,7.392,5,15.4,0.48
US-2023-168172-8126,0,21.036,4,70.12,0.3
US-2023-110821-8127,0.2,-25.109,2,118.16,-0.2125
US-2023-110821-8128,0.2,-13.4379,3,119.448,-0.1125
US-2023-115175-8129,0,114.9385,5,244.55,0.47
US-2023-117023-8130,0,5.4896,2,11.68,0.47
US-2023-117023-8131,0,26.2,10,104.8,0.25
US-2023-155999-8132,0.2,4.644,2,13.76,0.3375
US-2023-155999-8133,0.2,17.9955,5,159.96,0.1125
US-2023-156776-8134,0.2,25.898,1,207.184,0.125
US-2023-156776-8135,0,15.525,1,51.75,0.3
US-2023-156776-8136,0,412.468,5,1473.1,0.28
US-2023-156776-8137,0.2,11.673,3,31.128,0.375
US-2023-156776-8138,0.2,4.1832,3,11.952,0.35
US-2023-156776-8139,0,11.5432,2,24.56,0.47
US-2023-156776-8140,0,7.8064,4,55.76,0.14
US-2023-156776-8141,0.2,44.2425,3,707.88,0.0625
US-2023-158344-8142,0,19.8276,4,63.96,0.31
US-2023-163321-8143,0.2,21.9978,1,79.992,0.275
US-2023-143063-8144,0,25.473,2,121.3,0.21
US-2023-143063-8145,0,35.04,6,70.08,0.5
US-2023-143063-8146,0,378.1674,9,1454.49,0.26
US-2023-145443-8147,0,83.284,5,177.2,0.47
US-2023-100433-8148,0,12.4416,4,25.92,0.48
US-2023-139311-8149,0.2,2.87,7,9.184,0.3125
US-2023-139311-8150,0.8,-22.512,8,12.864,-1.75
US-2023-139311-8151,0.2,10.0116,4,29.664,0.3375
US-2023-139311-8152,0.2,13.4386,2,153.584,0.0875
US-2023-160899-8153,0,219.6546,11,477.51,0.46
US-2023-106537-8154,0.2,7.2576,4,20.736,0.35
US-2023-118941-8155,0,373.779,5,1779.9,0.21
US-2023-118941-8156,0,59.373,5,219.9,0.27
US-2023-118941-8157,0,5.256,3,17.52,0.3
US-2023-152310-8158,0.2,37.764,6,100.704,0.375
US-2023-152310-8159,0,92.2368,4,192.16,0.48
US-2023-152310-8160,0,11.685,3,46.74,0.25
US-2023-152310-8161,0,12.2465,5,174.95,0.07
US-2023-152310-8162,0,89.997,1,299.99,0.3
US-2023-152310-8163,0.2,27.2952,8,242.624,0.1125
US-2023-158169-8164,0,19.7712,4,54.92,0.36
US-2023-158169-8165,0,152.0232,3,542.94,0.28
US-2023-100580-8166,0.2,11.7078,3,36.024,0.325
US-2023-103828-8167,0,22.6233,7,83.79,0.27
US-2023-103828-8168,0,15.4752,3,59.52,0.26
US-2023-103828-8169,0,8.4888,3,31.44,0.27
US-2023-103828-8170,0,9.2568,4,31.92,0.29
US-2023-128363-8171,0.2,47.6604,2,423.648,0.1125
US-2023-128363-8172,0.2,0,1,31.984,0
US-2023-128363-8173,0.2,30.6054,7,272.048,0.1125
US-2023-128363-8174,0.7,-1237.8462,6,1614.582,-0.766666667
US-2023-128363-8175,0.2,4.797,5,14.76,0.325
US-2023-128363-8176,0.2,9.12,5,24.32,0.375
US-2023-128363-8177,0.2,0.4752,2,1.584,0.3
US-2023-167542-8178,0.2,5.9211,3,17.544,0.3375
US-2023-105921-8179,0.2,5.2287,3,418.296,0.0125
US-2023-169264-8180,0,4.3368,6,16.68,0.26
US-2023-169264-8181,0,2.8224,2,5.76,0.49
US-2023-117723-8182,0.2,-337.806,6,1801.632,-0.1875
US-2023-138548-8183,0,25.4384,2,97.84,0.26
US-2023-144883-8184,0,23.184,8,50.4,0.46
US-2023-122987-8185,0.7,-11.19,3,13.428,-0.833333333
US-2023-122987-8186,0.2,-0.8392,4,67.136,-0.0125
US-2023-111423-8187,0.1,97.6524,2,462.564,0.211111111
US-2023-111423-8188,0.2,302.373,5,895.92,0.3375
US-2023-118892-8189,0.3,-630.882,9,4416.174,-0.142857143
US-2023-133102-8190,0.3,-2.1312,4,74.592,-0.028571429
US-2023-133102-8191,0.6,-22.2388,2,16.784,-1.325
US-2023-133102-8192,0.8,-99.1032,4,38.864,-2.55
US-2023-133102-8193,0.2,1.002,3,8.016,0.125
US-2023-133102-8194,0.2,-1.041,2,5.552,-0.1875
US-2023-151211-8195,0,48.3771,3,102.93,0.47
US-2023-151211-8196,0,9.816,6,98.16,0.1
US-2023-166093-8197,0,654.7554,9,2518.29,0.26
US-2023-166093-8198,0.2,4.872,3,13.92,0.35
US-2023-166093-8199,0.2,77.3696,8,221.056,0.35
US-2023-166093-8200,0,11.68,2,23.36,0.5
US-2023-166093-8201,0,3.852,2,8.56,0.45
US-2023-166093-8202,0,140.5482,3,540.57,0.26
US-2023-166093-8203,0.2,8.997,3,71.976,0.125
US-2023-112809-8204,0.8,-33.139,5,21.38,-1.55
US-2023-112809-8205,0.8,-11.4648,4,6.744,-1.7
US-2023-112809-8206,0.2,12.504,3,200.064,0.0625
US-2023-117947-8207,0,3.0814,2,9.94,0.31
US-2023-117947-8208,0,27.2862,3,88.02,0.31
US-2023-117947-8209,0,15.7872,2,40.48,0.39
US-2023-117947-8210,0.2,33.57,9,107.424,0.3125
US-2023-117947-8211,0,10.9939,1,37.91,0.29
US-2023-119809-8212,0,22.4196,3,65.94,0.34
US-2023-119809-8213,0.2,942.8157,9,2793.528,0.3375
US-2023-119809-8214,0,290.0058,7,1000.02,0.29
US-2023-121027-8215,0,371.316,2,843.9,0.44
US-2023-121027-8216,0,224.424,9,1496.16,0.15
US-2023-122028-8217,0.7,-7.9068,3,10.782,-0.733333333
US-2023-151358-8218,0,61.389,2,323.1,0.19
US-2023-162936-8219,0,7.6494,2,23.18,0.33
US-2023-163069-8220,0.2,1.239,3,9.912,0.125
US-2023-100398-8221,0.2,37.236,3,102.72,0.3625
US-2023-101728-8222,0.8,-3.9032,2,2.296,-1.7
US-2023-115777-8223,0,9.3312,3,19.44,0.48
US-2023-132339-8224,0,182.3553,1,387.99,0.47
US-2023-105326-8225,0,12.4416,4,25.92,0.48
US-2023-111241-8226,0.2,77.714,5,239.12,0.325
US-2023-114356-8227,0.2,3.596,1,35.96,0.1
US-2023-119011-8228,0,63.4368,6,226.56,0.28
US-2023-119011-8229,0,5.166,3,17.22,0.3
US-2023-119011-8230,0.2,10.788,3,107.88,0.1
US-2023-137344-8231,0,10.4754,3,40.29,0.26
US-2023-102183-8232,0.2,1453.1238,6,4305.552,0.3375
US-2023-102183-8233,0.2,11.2308,7,32.088,0.35
US-2023-109253-8234,0,10.3936,4,129.92,0.08
US-2023-109253-8235,0.2,28.4364,3,568.728,0.05
US-2023-109253-8236,0,54.9504,3,203.52,0.27
US-2023-109253-8237,0,4.9648,4,17.12,0.29
US-2023-109253-8238,0.2,42.4647,9,117.144,0.3625
US-2023-109253-8239,0,24.84,5,51.75,0.48
US-2023-109253-8240,0.2,37.7972,4,431.968,0.0875
US-2023-112956-8241,0,8.5544,2,25.16,0.34
US-2023-112956-8242,0,31.2528,4,91.92,0.34
US-2023-112956-8243,0,133.152,5,277.4,0.48
US-2023-117646-8244,0.2,7.11,3,22.752,0.3125
US-2023-117646-8245,0.2,2.085,1,6.672,0.3125
US-2023-117646-8246,0.2,20.7459,3,237.096,0.0875
US-2023-121489-8247,0.2,38.8704,6,388.704,0.1
US-2023-121489-8248,0,34.3548,6,572.58,0.06
US-2023-121489-8249,0,11.613,2,33.18,0.35
US-2023-126956-8250,0,7.4872,2,15.28,0.49
US-2023-126956-8251,0,16.8,7,35,0.48
US-2023-126956-8252,0,10.7996,4,37.24,0.29
US-2023-144750-8253,0.2,29.358,1,83.88,0.35
US-2023-155705-8254,0,225.264,4,866.4,0.26
US-2023-131037-8255,0.2,2.6251,1,210.008,0.0125
US-2023-132381-8256,0.4,-83.8752,2,314.532,-0.266666667
US-2023-129021-8257,0.2,0.4176,2,2.784,0.15
US-2023-129021-8258,0.2,12.1032,6,161.376,0.075
US-2023-129021-8259,0.2,2.943,5,8.72,0.3375
US-2023-129021-8260,0.2,15.49,2,49.568,0.3125
US-2023-129021-8261,0.2,327.5922,13,4367.896,0.075
US-2023-123043-8262,0.2,1.3104,1,3.744,0.35
US-2023-123043-8263,0.2,7.71,4,24.672,0.3125
US-2023-139717-8264,0.2,64.6272,8,646.272,0.1
US-2023-139717-8265,0.2,3.7584,2,10.368,0.3625
US-2023-101210-8266,0.2,1.7024,2,9.728,0.175
US-2023-101210-8267,0.2,1.07,1,3.424,0.3125
US-2023-105697-8268,0.2,1.9272,2,25.696,0.075
US-2023-114636-8269,0.2,67.256,5,192.16,0.35
US-2023-159793-8270,0.5,-89.0664,2,130.98,-0.68
US-2023-128475-8271,0,15.1158,2,71.98,0.21
US-2023-132584-8272,0,13.9672,4,53.72,0.26
US-2023-157350-8273,0.6,-43.848,5,64.96,-0.675
US-2023-101273-8274,0.2,0.896,4,14.336,0.0625
US-2023-130036-8275,0.2,3.96,3,12.672,0.3125
US-2023-130036-8276,0.2,209.979,14,1119.888,0.1875
US-2023-133501-8277,0.2,1.8144,1,5.184,0.35
US-2023-134481-8278,0.3,-297.6848,7,1488.424,-0.2
US-2023-139465-8279,0.2,11.565,6,37.008,0.3125
US-2023-139465-8280,0,16.5984,8,63.84,0.26
US-2023-139465-8281,0,100.9113,3,347.97,0.29
US-2023-155047-8282,0.2,0.372,1,5.952,0.0625
US-2023-161956-8283,0.2,23.028,3,230.28,0.1
US-2023-161956-8284,0,99.23,2,198.46,0.5
US-2023-161956-8285,0,96.576,4,321.92,0.3
US-2023-161956-8286,0.2,294.5488,2,841.568,0.35
US-2023-161956-8287,0,56.9772,3,116.28,0.49
US-2023-161956-8288,0,17.745,5,354.9,0.05
US-2023-161956-8289,0,8.236,5,28.4,0.29
US-2023-161956-8290,0.2,329.994,2,879.984,0.375
US-2023-162208-8291,0.2,0.9774,1,2.896,0.3375
US-2023-163097-8292,0.2,33.1584,8,120.576,0.275
US-2023-126067-8293,0,250.305,5,1137.75,0.22
US-2023-126067-8294,0,1.4456,2,5.56,0.26
US-2023-126067-8295,0.2,32.396,5,99.68,0.325
US-2023-126067-8296,0.2,11.4296,4,35.168,0.325
US-2023-146920-8297,0.2,9.352,5,26.72,0.35
US-2023-146920-8298,0.2,7.92,6,25.344,0.3125
US-2023-169502-8299,0,26.564,5,91.6,0.29
US-2023-169502-8300,0,5.8887,3,21.81,0.27
US-2023-101014-8301,0,41.4456,3,148.02,0.28
US-2023-104024-8302,0.2,0.7056,7,9.408,0.075
US-2023-144064-8303,0.8,-5.184,9,3.24,-1.6
US-2023-144064-8304,0.2,17.76,4,47.36,0.375
US-2023-144064-8305,0.2,2.401,2,27.44,0.0875
US-2023-107321-8306,0.2,2.1684,3,6.672,0.325
US-2023-107321-8307,0.2,77.5584,4,689.408,0.1125
US-2023-117198-8308,0,217.767,2,659.9,0.33
US-2023-127712-8309,0.2,0.6984,2,6.208,0.1125
US-2023-132619-8310,0,9.6975,3,193.95,0.05
US-2023-133004-8311,0,166.0698,9,638.73,0.26
US-2023-135062-8312,0.2,83.2097,7,229.544,0.3625
US-2023-154074-8313,0.2,7.1196,2,569.568,0.0125
US-2023-154074-8314,0,43.4217,7,149.73,0.29
US-2023-159884-8315,0.2,2.7222,3,8.376,0.325
US-2023-159884-8316,0.2,0.8058,1,10.744,0.075
US-2023-107909-8317,0.2,8.022,5,22.92,0.35
US-2023-107909-8318,0,6.7966,1,19.99,0.34
US-2023-128041-8319,0,45.3696,4,283.56,0.16
US-2023-128041-8320,0,103.818,4,314.6,0.33
US-2023-131625-8321,0,39.066,5,114.9,0.34
US-2023-135230-8322,0,2.9562,1,7.58,0.39
US-2023-145653-8323,0,134.5302,7,498.26,0.27
US-2023-102218-8324,0.2,3.9474,2,11.696,0.3375
US-2023-110380-8325,0,1.7739,3,6.57,0.27
US-2023-111220-8326,0.8,-15.0876,2,5.588,-2.7
US-2023-111220-8327,0.2,5.6,4,16,0.35
US-2023-111220-8328,0.2,-44.235,5,235.92,-0.1875
US-2023-111388-8329,0.2,-2.6997,3,215.976,-0.0125
US-2023-113075-8330,0.2,-7.119,3,40.68,-0.175
US-2023-114216-8331,0.2,4.1148,3,12.192,0.3375
US-2023-114552-8332,0.2,4.1448,3,15.072,0.275
US-2023-123001-8333,0,2.726,5,9.4,0.29
US-2023-123001-8334,0,37,5,74,0.5
US-2023-123001-8335,0.2,12.599,2,201.584,0.0625
US-2023-137596-8336,0,81.0474,2,352.38,0.23
US-2023-137596-8337,0,829.3754,7,1928.78,0.43
US-2023-137596-8338,0,323.946,4,1199.8,0.27
US-2023-145037-8339,0,37.5624,4,79.92,0.47
US-2023-145037-8340,0,73.41,3,146.82,0.5
US-2023-145037-8341,0,2.834,1,10.9,0.26
US-2023-146983-8342,0,757.4112,3,1577.94,0.48
US-2023-157987-8343,0.1,213.735,5,1282.41,0.166666667
US-2023-157987-8344,0,3.462,2,11.54,0.3
US-2023-157987-8345,0.4,-93.3262,1,254.526,-0.366666667
US-2023-157987-8346,0,3.7642,1,12.98,0.29
US-2023-157987-8347,0,6.468,2,23.1,0.28
US-2023-157987-8348,0,2.214,3,4.92,0.45
US-2023-157987-8349,0.2,8.9208,8,26.432,0.3375
US-2023-157987-8350,0,9.072,6,18.9,0.48
US-2023-157987-8351,0,7.704,4,17.12,0.45
US-2023-157987-8352,0,40.3128,3,167.97,0.24
